Time[s], DEBUG_DI, DEBUG_DCKI, DEBUG_DEC_E3, DEBUG_DEC_A0, DEBUG_DEC_A1, DEBUG_DEC_A2, Channel 6, Channel 7
0.100247000000000, 0, 1, 0, 0, 1, 1, 1, 1
0.100248875000000, 0, 0, 0, 0, 1, 1, 1, 1
0.100250375000000, 0, 1, 0, 0, 1, 1, 1, 1
0.100251500000000, 0, 0, 0, 0, 1, 1, 1, 1
0.100258250000000, 0, 1, 0, 0, 1, 1, 1, 1
0.100263750000000, 0, 0, 0, 0, 1, 1, 1, 1
0.100269000000000, 0, 1, 0, 0, 1, 1, 1, 1
0.100275500000000, 0, 0, 0, 0, 1, 1, 1, 1
0.100280125000000, 0, 1, 0, 0, 1, 1, 1, 1
0.100284500000000, 0, 0, 0, 0, 1, 1, 1, 1
0.100288500000000, 0, 1, 0, 0, 1, 1, 1, 1
0.100292125000000, 0, 0, 0, 0, 1, 1, 1, 1
0.100295500000000, 0, 1, 0, 0, 1, 1, 1, 1
0.100298625000000, 0, 0, 0, 0, 1, 1, 1, 1
0.100301375000000, 0, 1, 0, 0, 1, 1, 1, 1
0.100303750000000, 0, 0, 0, 0, 1, 1, 1, 1
0.100305875000000, 0, 1, 0, 0, 1, 1, 1, 1
0.100307750000000, 0, 0, 0, 0, 1, 1, 1, 1
0.100309250000000, 0, 1, 0, 0, 1, 1, 1, 1
0.100310375000000, 0, 0, 0, 0, 1, 1, 1, 1
0.100317125000000, 0, 1, 0, 0, 1, 1, 1, 1
0.100322625000000, 0, 0, 0, 0, 1, 1, 1, 1
0.100327875000000, 0, 1, 0, 0, 1, 1, 1, 1
0.100332875000000, 0, 0, 0, 0, 1, 1, 1, 1
0.100337500000000, 0, 1, 0, 0, 1, 1, 1, 1
0.100341750000000, 0, 0, 0, 0, 1, 1, 1, 1
0.100345750000000, 0, 1, 0, 0, 1, 1, 1, 1
0.100349500000000, 0, 0, 0, 0, 1, 1, 1, 1
0.100352875000000, 0, 1, 0, 0, 1, 1, 1, 1
0.100355875000000, 0, 0, 0, 0, 1, 1, 1, 1
0.100364875000000, 0, 1, 0, 0, 1, 1, 1, 1
0.100367250000000, 0, 0, 0, 0, 1, 1, 1, 1
0.100369375000000, 0, 1, 0, 0, 1, 1, 1, 1
0.100371250000000, 0, 0, 0, 0, 1, 1, 1, 1
0.100372750000000, 0, 1, 0, 0, 1, 1, 1, 1
0.100375500000000, 0, 0, 0, 0, 1, 1, 1, 1
0.100382125000000, 0, 1, 0, 0, 1, 1, 1, 1
0.100387750000000, 0, 0, 0, 0, 1, 1, 1, 1
0.100393000000000, 0, 1, 0, 0, 1, 1, 1, 1
0.100397875000000, 0, 0, 0, 0, 1, 1, 1, 1
0.100402500000000, 0, 1, 0, 0, 1, 1, 1, 1
0.100406875000000, 0, 0, 0, 0, 1, 1, 1, 1
0.100410875000000, 0, 1, 0, 0, 1, 1, 1, 1
0.100414500000000, 0, 0, 0, 0, 1, 1, 1, 1
0.100417875000000, 0, 1, 0, 0, 1, 1, 1, 1
0.100421000000000, 0, 0, 0, 0, 1, 1, 1, 1
0.100423750000000, 0, 1, 0, 0, 1, 1, 1, 1
0.100426125000000, 0, 0, 0, 0, 1, 1, 1, 1
0.100428000000000, 1, 0, 0, 0, 1, 1, 1, 1
0.100428375000000, 1, 1, 0, 0, 1, 1, 1, 1
0.100430000000000, 0, 1, 0, 0, 1, 1, 1, 1
0.100430125000000, 0, 0, 0, 0, 1, 1, 1, 1
0.100431375000000, 1, 0, 0, 0, 1, 1, 1, 1
0.100431750000000, 1, 1, 0, 0, 1, 1, 1, 1
0.100432750000000, 0, 1, 0, 0, 1, 1, 1, 1
0.100432875000000, 0, 0, 0, 0, 1, 1, 1, 1
0.100439625000000, 0, 1, 0, 0, 1, 1, 1, 1
0.100445125000000, 0, 0, 0, 0, 1, 1, 1, 1
0.100450375000000, 0, 1, 0, 0, 1, 1, 1, 1
0.100455375000000, 0, 0, 0, 0, 1, 1, 1, 1
0.100460000000000, 0, 1, 0, 0, 1, 1, 1, 1
0.100464250000000, 0, 0, 0, 0, 1, 1, 1, 1
0.100468250000000, 0, 1, 0, 0, 1, 1, 1, 1
0.100472000000000, 0, 0, 0, 0, 1, 1, 1, 1
0.100476875000000, 0, 1, 0, 0, 1, 1, 1, 1
0.100480000000000, 0, 0, 0, 0, 1, 1, 1, 1
0.100482750000000, 0, 1, 0, 0, 1, 1, 1, 1
0.100485125000000, 0, 0, 0, 0, 1, 1, 1, 1
0.100487250000000, 0, 1, 0, 0, 1, 1, 1, 1
0.100489125000000, 0, 0, 0, 0, 1, 1, 1, 1
0.100490625000000, 0, 1, 0, 0, 1, 1, 1, 1
0.100491750000000, 0, 0, 0, 0, 1, 1, 1, 1
0.100498500000000, 0, 1, 0, 0, 1, 1, 1, 1
0.100504000000000, 0, 0, 0, 0, 1, 1, 1, 1
0.100509250000000, 0, 1, 0, 0, 1, 1, 1, 1
0.100514250000000, 0, 0, 0, 0, 1, 1, 1, 1
0.100518875000000, 0, 1, 0, 0, 1, 1, 1, 1
0.100523125000000, 0, 0, 0, 0, 1, 1, 1, 1
0.100527125000000, 0, 1, 0, 0, 1, 1, 1, 1
0.100530875000000, 0, 0, 0, 0, 1, 1, 1, 1
0.100534250000000, 0, 1, 0, 0, 1, 1, 1, 1
0.100537250000000, 0, 0, 0, 0, 1, 1, 1, 1
0.100540000000000, 0, 1, 0, 0, 1, 1, 1, 1
0.100542500000000, 0, 0, 0, 0, 1, 1, 1, 1
0.100544625000000, 0, 1, 0, 0, 1, 1, 1, 1
0.100546375000000, 0, 0, 0, 0, 1, 1, 1, 1
0.100547875000000, 0, 1, 0, 0, 1, 1, 1, 1
0.100549125000000, 0, 0, 0, 0, 1, 1, 1, 1
0.100555750000000, 0, 1, 0, 0, 1, 1, 1, 1
0.100561375000000, 0, 0, 0, 0, 1, 1, 1, 1
0.100566625000000, 0, 1, 0, 0, 1, 1, 1, 1
0.100571500000000, 0, 0, 0, 0, 1, 1, 1, 1
0.100577750000000, 0, 1, 0, 0, 1, 1, 1, 1
0.100582125000000, 0, 0, 0, 0, 1, 1, 1, 1
0.100586000000000, 0, 1, 0, 0, 1, 1, 1, 1
0.100589750000000, 0, 0, 0, 0, 1, 1, 1, 1
0.100593125000000, 0, 1, 0, 0, 1, 1, 1, 1
0.100596250000000, 0, 0, 0, 0, 1, 1, 1, 1
0.100598875000000, 0, 1, 0, 0, 1, 1, 1, 1
0.100601375000000, 0, 0, 0, 0, 1, 1, 1, 1
0.100603500000000, 0, 1, 0, 0, 1, 1, 1, 1
0.100605375000000, 0, 0, 0, 0, 1, 1, 1, 1
0.100606875000000, 0, 1, 0, 0, 1, 1, 1, 1
0.100608000000000, 0, 0, 0, 0, 1, 1, 1, 1
0.100614750000000, 0, 1, 0, 0, 1, 1, 1, 1
0.100620250000000, 0, 0, 0, 0, 1, 1, 1, 1
0.100625500000000, 0, 1, 0, 0, 1, 1, 1, 1
0.100630500000000, 0, 0, 0, 0, 1, 1, 1, 1
0.100635125000000, 0, 1, 0, 0, 1, 1, 1, 1
0.100639375000000, 0, 0, 0, 0, 1, 1, 1, 1
0.100643375000000, 0, 1, 0, 0, 1, 1, 1, 1
0.100647125000000, 0, 0, 0, 0, 1, 1, 1, 1
0.100650500000000, 0, 1, 0, 0, 1, 1, 1, 1
0.100653500000000, 0, 0, 0, 0, 1, 1, 1, 1
0.100656250000000, 0, 1, 0, 0, 1, 1, 1, 1
0.100658750000000, 0, 0, 0, 0, 1, 1, 1, 1
0.100660875000000, 0, 1, 0, 0, 1, 1, 1, 1
0.100662625000000, 0, 0, 0, 0, 1, 1, 1, 1
0.100664125000000, 0, 1, 0, 0, 1, 1, 1, 1
0.100665375000000, 0, 0, 0, 0, 1, 1, 1, 1
0.100672000000000, 0, 1, 0, 0, 1, 1, 1, 1
0.100679125000000, 0, 0, 0, 0, 1, 1, 1, 1
0.100684375000000, 0, 1, 0, 0, 1, 1, 1, 1
0.100689375000000, 0, 0, 0, 0, 1, 1, 1, 1
0.100694000000000, 0, 1, 0, 0, 1, 1, 1, 1
0.100698250000000, 0, 0, 0, 0, 1, 1, 1, 1
0.100702250000000, 0, 1, 0, 0, 1, 1, 1, 1
0.100706000000000, 0, 0, 0, 0, 1, 1, 1, 1
0.100709375000000, 0, 1, 0, 0, 1, 1, 1, 1
0.100712375000000, 0, 0, 0, 0, 1, 1, 1, 1
0.100715125000000, 0, 1, 0, 0, 1, 1, 1, 1
0.100717625000000, 0, 0, 0, 0, 1, 1, 1, 1
0.100719750000000, 0, 1, 0, 0, 1, 1, 1, 1
0.100721500000000, 0, 0, 0, 0, 1, 1, 1, 1
0.100723000000000, 0, 1, 0, 0, 1, 1, 1, 1
0.100724250000000, 0, 0, 0, 0, 1, 1, 1, 1
0.100730875000000, 0, 1, 0, 0, 1, 1, 1, 1
0.100736500000000, 0, 0, 0, 0, 1, 1, 1, 1
0.100741750000000, 0, 1, 0, 0, 1, 1, 1, 1
0.100746625000000, 0, 0, 0, 0, 1, 1, 1, 1
0.100751250000000, 0, 1, 0, 0, 1, 1, 1, 1
0.100755625000000, 0, 0, 0, 0, 1, 1, 1, 1
0.100759625000000, 0, 1, 0, 0, 1, 1, 1, 1
0.100763250000000, 0, 0, 0, 0, 1, 1, 1, 1
0.100766625000000, 0, 1, 0, 0, 1, 1, 1, 1
0.100769750000000, 0, 0, 0, 0, 1, 1, 1, 1
0.100772500000000, 0, 1, 0, 0, 1, 1, 1, 1
0.100776500000000, 0, 0, 0, 0, 1, 1, 1, 1
0.100778625000000, 0, 1, 0, 0, 1, 1, 1, 1
0.100780375000000, 0, 0, 0, 0, 1, 1, 1, 1
0.100781875000000, 0, 1, 0, 0, 1, 1, 1, 1
0.100783125000000, 0, 0, 0, 0, 1, 1, 1, 1
0.100789750000000, 0, 1, 0, 0, 1, 1, 1, 1
0.100795375000000, 0, 0, 0, 0, 1, 1, 1, 1
0.100800625000000, 0, 1, 0, 0, 1, 1, 1, 1
0.100805500000000, 0, 0, 0, 0, 1, 1, 1, 1
0.100810125000000, 0, 1, 0, 0, 1, 1, 1, 1
0.100814500000000, 0, 0, 0, 0, 1, 1, 1, 1
0.100818500000000, 0, 1, 0, 0, 1, 1, 1, 1
0.100822125000000, 0, 0, 0, 0, 1, 1, 1, 1
0.100825500000000, 0, 1, 0, 0, 1, 1, 1, 1
0.100828625000000, 0, 0, 0, 0, 1, 1, 1, 1
0.100831375000000, 0, 1, 0, 0, 1, 1, 1, 1
0.100833750000000, 0, 0, 0, 0, 1, 1, 1, 1
0.100835875000000, 0, 1, 0, 0, 1, 1, 1, 1
0.100837750000000, 0, 0, 0, 0, 1, 1, 1, 1
0.100839250000000, 0, 1, 0, 0, 1, 1, 1, 1
0.100840375000000, 0, 0, 0, 0, 1, 1, 1, 1
0.100847125000000, 0, 1, 0, 0, 1, 1, 1, 1
0.100852625000000, 0, 0, 0, 0, 1, 1, 1, 1
0.100857875000000, 0, 1, 0, 0, 1, 1, 1, 1
0.100862875000000, 0, 0, 0, 0, 1, 1, 1, 1
0.100867500000000, 0, 1, 0, 0, 1, 1, 1, 1
0.100871750000000, 0, 0, 0, 0, 1, 1, 1, 1
0.100877375000000, 0, 1, 0, 0, 1, 1, 1, 1
0.100881000000000, 0, 0, 0, 0, 1, 1, 1, 1
0.100884375000000, 0, 1, 0, 0, 1, 1, 1, 1
0.100887500000000, 0, 0, 0, 0, 1, 1, 1, 1
0.100890250000000, 0, 1, 0, 0, 1, 1, 1, 1
0.100892625000000, 0, 0, 0, 0, 1, 1, 1, 1
0.100894750000000, 0, 1, 0, 0, 1, 1, 1, 1
0.100896625000000, 0, 0, 0, 0, 1, 1, 1, 1
0.100898125000000, 0, 1, 0, 0, 1, 1, 1, 1
0.100899250000000, 0, 0, 0, 0, 1, 1, 1, 1
0.100906000000000, 0, 1, 0, 0, 1, 1, 1, 1
0.100911500000000, 0, 0, 0, 0, 1, 1, 1, 1
0.100916750000000, 0, 1, 0, 0, 1, 1, 1, 1
0.100921750000000, 0, 0, 0, 0, 1, 1, 1, 1
0.100926375000000, 0, 1, 0, 0, 1, 1, 1, 1
0.100930625000000, 0, 0, 0, 0, 1, 1, 1, 1
0.100934625000000, 0, 1, 0, 0, 1, 1, 1, 1
0.100938375000000, 0, 0, 0, 0, 1, 1, 1, 1
0.100941750000000, 0, 1, 0, 0, 1, 1, 1, 1
0.100944750000000, 0, 0, 0, 0, 1, 1, 1, 1
0.100947500000000, 0, 1, 0, 0, 1, 1, 1, 1
0.100950000000000, 0, 0, 0, 0, 1, 1, 1, 1
0.100952125000000, 0, 1, 0, 0, 1, 1, 1, 1
0.100953875000000, 0, 0, 0, 0, 1, 1, 1, 1
0.100955375000000, 0, 1, 0, 0, 1, 1, 1, 1
0.100956625000000, 0, 0, 0, 0, 1, 1, 1, 1
0.100963250000000, 0, 1, 0, 0, 1, 1, 1, 1
0.100968875000000, 0, 0, 0, 0, 1, 1, 1, 1
0.100975625000000, 0, 1, 0, 0, 1, 1, 1, 1
0.100980625000000, 0, 0, 0, 0, 1, 1, 1, 1
0.100985250000000, 0, 1, 0, 0, 1, 1, 1, 1
0.100989500000000, 0, 0, 0, 0, 1, 1, 1, 1
0.100993500000000, 0, 1, 0, 0, 1, 1, 1, 1
0.100997250000000, 0, 0, 0, 0, 1, 1, 1, 1
0.101000625000000, 0, 1, 0, 0, 1, 1, 1, 1
0.101003625000000, 0, 0, 0, 0, 1, 1, 1, 1
0.101006375000000, 0, 1, 0, 0, 1, 1, 1, 1
0.101008875000000, 0, 0, 0, 0, 1, 1, 1, 1
0.101010750000000, 1, 0, 0, 0, 1, 1, 1, 1
0.101011000000000, 1, 1, 0, 0, 1, 1, 1, 1
0.101012625000000, 0, 1, 0, 0, 1, 1, 1, 1
0.101012875000000, 0, 0, 0, 0, 1, 1, 1, 1
0.101014125000000, 1, 0, 0, 0, 1, 1, 1, 1
0.101014375000000, 1, 1, 0, 0, 1, 1, 1, 1
0.101015375000000, 0, 1, 0, 0, 1, 1, 1, 1
0.101015625000000, 0, 0, 0, 0, 1, 1, 1, 1
0.101022250000000, 0, 1, 0, 0, 1, 1, 1, 1
0.101027875000000, 0, 0, 0, 0, 1, 1, 1, 1
0.101033125000000, 0, 1, 0, 0, 1, 1, 1, 1
0.101038000000000, 0, 0, 0, 0, 1, 1, 1, 1
0.101042625000000, 0, 1, 0, 0, 1, 1, 1, 1
0.101047000000000, 0, 0, 0, 0, 1, 1, 1, 1
0.101051000000000, 0, 1, 0, 0, 1, 1, 1, 1
0.101054625000000, 0, 0, 0, 0, 1, 1, 1, 1
0.101058000000000, 0, 1, 0, 0, 1, 1, 1, 1
0.101061125000000, 0, 0, 0, 0, 1, 1, 1, 1
0.101063875000000, 0, 1, 0, 0, 1, 1, 1, 1
0.101066250000000, 0, 0, 0, 0, 1, 1, 1, 1
0.101068375000000, 0, 1, 0, 0, 1, 1, 1, 1
0.101070250000000, 0, 0, 0, 0, 1, 1, 1, 1
0.101071750000000, 0, 1, 0, 0, 1, 1, 1, 1
0.101072875000000, 0, 0, 0, 0, 1, 1, 1, 1
0.101081125000000, 0, 1, 0, 0, 1, 1, 1, 1
0.101086750000000, 0, 0, 0, 0, 1, 1, 1, 1
0.101092000000000, 0, 1, 0, 0, 1, 1, 1, 1
0.101096875000000, 0, 0, 0, 0, 1, 1, 1, 1
0.101101500000000, 0, 1, 0, 0, 1, 1, 1, 1
0.101105875000000, 0, 0, 0, 0, 1, 1, 1, 1
0.101109875000000, 0, 1, 0, 0, 1, 1, 1, 1
0.101113500000000, 0, 0, 0, 0, 1, 1, 1, 1
0.101116875000000, 0, 1, 0, 0, 1, 1, 1, 1
0.101120000000000, 0, 0, 0, 0, 1, 1, 1, 1
0.101122750000000, 0, 1, 0, 0, 1, 1, 1, 1
0.101125125000000, 0, 0, 0, 0, 1, 1, 1, 1
0.101127250000000, 0, 1, 0, 0, 1, 1, 1, 1
0.101128875000000, 1, 1, 0, 0, 1, 1, 1, 1
0.101129125000000, 1, 0, 0, 0, 1, 1, 1, 1
0.101130500000000, 0, 0, 0, 0, 1, 1, 1, 1
0.101130625000000, 0, 1, 0, 0, 1, 1, 1, 1
0.101131625000000, 1, 1, 0, 0, 1, 1, 1, 1
0.101131875000000, 1, 0, 0, 0, 1, 1, 1, 1
0.101138375000000, 0, 0, 0, 0, 1, 1, 1, 1
0.101138625000000, 0, 1, 0, 0, 1, 1, 1, 1
0.101144125000000, 0, 0, 0, 0, 1, 1, 1, 1
0.101149375000000, 0, 1, 0, 0, 1, 1, 1, 1
0.101154375000000, 0, 0, 0, 0, 1, 1, 1, 1
0.101159000000000, 0, 1, 0, 0, 1, 1, 1, 1
0.101163250000000, 0, 0, 0, 0, 1, 1, 1, 1
0.101167250000000, 0, 1, 0, 0, 1, 1, 1, 1
0.101171000000000, 0, 0, 0, 0, 1, 1, 1, 1
0.101175875000000, 0, 1, 0, 0, 1, 1, 1, 1
0.101179000000000, 0, 0, 0, 0, 1, 1, 1, 1
0.101181750000000, 0, 1, 0, 0, 1, 1, 1, 1
0.101184250000000, 0, 0, 0, 0, 1, 1, 1, 1
0.101186000000000, 1, 0, 0, 0, 1, 1, 1, 1
0.101186375000000, 1, 1, 0, 0, 1, 1, 1, 1
0.101188000000000, 0, 1, 0, 0, 1, 1, 1, 1
0.101188250000000, 0, 0, 0, 0, 1, 1, 1, 1
0.101189375000000, 1, 0, 0, 0, 1, 1, 1, 1
0.101189750000000, 1, 1, 0, 0, 1, 1, 1, 1
0.101190750000000, 0, 1, 0, 0, 1, 1, 1, 1
0.101191000000000, 0, 0, 0, 0, 1, 1, 1, 1
0.101197625000000, 0, 1, 0, 0, 1, 1, 1, 1
0.101203250000000, 0, 0, 0, 0, 1, 1, 1, 1
0.101208500000000, 0, 1, 0, 0, 1, 1, 1, 1
0.101213375000000, 0, 0, 0, 0, 1, 1, 1, 1
0.101218000000000, 0, 1, 0, 0, 1, 1, 1, 1
0.101222375000000, 0, 0, 0, 0, 1, 1, 1, 1
0.101226375000000, 0, 1, 0, 0, 1, 1, 1, 1
0.101230000000000, 0, 0, 0, 0, 1, 1, 1, 1
0.101233375000000, 0, 1, 0, 0, 1, 1, 1, 1
0.101236500000000, 0, 0, 0, 0, 1, 1, 1, 1
0.101239250000000, 0, 1, 0, 0, 1, 1, 1, 1
0.101241375000000, 1, 1, 0, 0, 1, 1, 1, 1
0.101241750000000, 1, 0, 0, 0, 1, 1, 1, 1
0.101243875000000, 1, 1, 0, 0, 1, 1, 1, 1
0.101245500000000, 0, 1, 0, 0, 1, 1, 1, 1
0.101245750000000, 0, 0, 0, 0, 1, 1, 1, 1
0.101247250000000, 0, 1, 0, 0, 1, 1, 1, 1
0.101248125000000, 1, 1, 0, 0, 1, 1, 1, 1
0.101248500000000, 1, 0, 0, 0, 1, 1, 1, 1
0.101255000000000, 0, 0, 0, 0, 1, 1, 1, 1
0.101255125000000, 0, 1, 0, 0, 1, 1, 1, 1
0.101260750000000, 0, 0, 0, 0, 1, 1, 1, 1
0.101266000000000, 0, 1, 0, 0, 1, 1, 1, 1
0.101270875000000, 0, 0, 0, 0, 1, 1, 1, 1
0.101277125000000, 0, 1, 0, 0, 1, 1, 1, 1
0.101281375000000, 0, 0, 0, 0, 1, 1, 1, 1
0.101285375000000, 0, 1, 0, 0, 1, 1, 1, 1
0.101289125000000, 0, 0, 0, 0, 1, 1, 1, 1
0.101292250000000, 1, 0, 0, 0, 1, 1, 1, 1
0.101292500000000, 1, 1, 0, 0, 1, 1, 1, 1
0.101295625000000, 1, 0, 0, 0, 1, 1, 1, 1
0.101298500000000, 1, 1, 0, 0, 1, 1, 1, 1
0.101301000000000, 1, 0, 0, 0, 1, 1, 1, 1
0.101303125000000, 1, 1, 0, 0, 1, 1, 1, 1
0.101305000000000, 1, 0, 0, 0, 1, 1, 1, 1
0.101306625000000, 1, 1, 0, 0, 1, 1, 1, 1
0.101307875000000, 1, 0, 0, 0, 1, 1, 1, 1
0.101314375000000, 0, 0, 0, 0, 1, 1, 1, 1
0.101314500000000, 0, 1, 0, 0, 1, 1, 1, 1
0.101320125000000, 0, 0, 0, 0, 1, 1, 1, 1
0.101325375000000, 0, 1, 0, 0, 1, 1, 1, 1
0.101330250000000, 0, 0, 0, 0, 1, 1, 1, 1
0.101334875000000, 0, 1, 0, 0, 1, 1, 1, 1
0.101339250000000, 0, 0, 0, 0, 1, 1, 1, 1
0.101343250000000, 0, 1, 0, 0, 1, 1, 1, 1
0.101346875000000, 0, 0, 0, 0, 1, 1, 1, 1
0.101350250000000, 0, 1, 0, 0, 1, 1, 1, 1
0.101353375000000, 0, 0, 0, 0, 1, 1, 1, 1
0.101356125000000, 0, 1, 0, 0, 1, 1, 1, 1
0.101358500000000, 0, 0, 0, 0, 1, 1, 1, 1
0.101360625000000, 0, 1, 0, 0, 1, 1, 1, 1
0.101362500000000, 0, 0, 0, 0, 1, 1, 1, 1
0.101364000000000, 0, 1, 0, 0, 1, 1, 1, 1
0.101365125000000, 0, 0, 0, 0, 1, 1, 1, 1
0.101371875000000, 0, 1, 0, 0, 1, 1, 1, 1
0.101379000000000, 0, 0, 0, 0, 1, 1, 1, 1
0.101390375000000, 0, 1, 0, 0, 1, 1, 1, 1
0.101395375000000, 0, 0, 0, 0, 1, 1, 1, 1
0.101400000000000, 0, 1, 0, 0, 1, 1, 1, 1
0.101404250000000, 0, 0, 0, 0, 1, 1, 1, 1
0.101408250000000, 0, 1, 0, 0, 1, 1, 1, 1
0.101412000000000, 0, 0, 0, 0, 1, 1, 1, 1
0.101415375000000, 0, 1, 0, 0, 1, 1, 1, 1
0.101418375000000, 0, 0, 0, 0, 1, 1, 1, 1
0.101421125000000, 0, 1, 0, 0, 1, 1, 1, 1
0.101423625000000, 0, 0, 0, 0, 1, 1, 1, 1
0.101425750000000, 0, 1, 0, 0, 1, 1, 1, 1
0.101427500000000, 0, 0, 0, 0, 1, 1, 1, 1
0.101429000000000, 0, 1, 0, 0, 1, 1, 1, 1
0.101430250000000, 0, 0, 0, 0, 1, 1, 1, 1
0.101436875000000, 0, 1, 0, 0, 1, 1, 1, 1
0.101442500000000, 0, 0, 0, 0, 1, 1, 1, 1
0.101447750000000, 0, 1, 0, 0, 1, 1, 1, 1
0.101452625000000, 0, 0, 0, 0, 1, 1, 1, 1
0.101457250000000, 0, 1, 0, 0, 1, 1, 1, 1
0.101461625000000, 0, 0, 0, 0, 1, 1, 1, 1
0.101465625000000, 0, 1, 0, 0, 1, 1, 1, 1
0.101469250000000, 0, 0, 0, 0, 1, 1, 1, 1
0.101472625000000, 0, 1, 0, 0, 1, 1, 1, 1
0.101477250000000, 0, 0, 0, 0, 1, 1, 1, 1
0.101480000000000, 0, 1, 0, 0, 1, 1, 1, 1
0.101482500000000, 0, 0, 0, 0, 1, 1, 1, 1
0.101484625000000, 0, 1, 0, 0, 1, 1, 1, 1
0.101486375000000, 0, 0, 0, 0, 1, 1, 1, 1
0.101487875000000, 0, 1, 0, 0, 1, 1, 1, 1
0.101489125000000, 0, 0, 0, 0, 1, 1, 1, 1
0.101495750000000, 0, 1, 0, 0, 1, 1, 1, 1
0.101501375000000, 0, 0, 0, 0, 1, 1, 1, 1
0.101506625000000, 0, 1, 0, 0, 1, 1, 1, 1
0.101511500000000, 0, 0, 0, 0, 1, 1, 1, 1
0.101516125000000, 0, 1, 0, 0, 1, 1, 1, 1
0.101520500000000, 0, 0, 0, 0, 1, 1, 1, 1
